rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
330017,鬼灯,スイヨウ,"[""初音ミク""]",,2022-04-22T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=orsAcr6_2vI,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":481931,""vocadb_url"":""https://vocadb.net/S/481931"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""orsAcr6_2vI"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""スイヨウ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""orsAcr6_2vI"",""views"":44,""author"":""スイヨウ"",""url"":""https://youtu.be/orsAcr6_2vI""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""スイヨウ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""スイヨウ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":85159},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
330018,終わりの唄,o-vii,"[""初音ミク"",""KAITO""]",,2020-08-15T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=kxtRmH0-nRE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":494907,""vocadb_url"":""https://vocadb.net/S/494907"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""kxtRmH0-nRE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ちゃんなな / o-vii"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""kxtRmH0-nRE"",""views"":44,""author"":""ちゃんなな / o-vii"",""url"":""https://youtu.be/kxtRmH0-nRE""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""o-vii""],""voice_synth_vocalists"":[""初音ミク"",""KAITO""],""voice_synth_types"":{""初音ミク"":""vocaloid"",""KAITO"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""o-vii"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":92288},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""KAITO"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":71}]}"
330019,羊を10000回数えて眠るミク,ミクとお茶を,"[""初音ミク""]",,2021-03-09T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=Y_J4OrjhF3A,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":321369,""vocadb_url"":""https://vocadb.net/S/321369"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Y_J4OrjhF3A"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ミクとお茶を"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""Y_J4OrjhF3A"",""views"":44,""author"":""ミクとお茶を"",""url"":""https://youtu.be/Y_J4OrjhF3A""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ミクとお茶を""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ミクとお茶を"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":84556},{""name"":""鈴木ありさ"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":71046}]}"
330020,陰[かげ],ダンベルカーニョ,"[""重音テト""]",,2022-10-04T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=rjfbRTqG-_I,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":607966,""vocadb_url"":""https://vocadb.net/S/607966"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""rjfbRTqG-_I"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ん、ダンベルカーニョ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""rjfbRTqG-_I"",""views"":44,""author"":""ん、ダンベルカーニョ"",""url"":""https://youtu.be/rjfbRTqG-_I""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ダンベルカーニョ""],""voice_synth_vocalists"":[""重音テト""],""voice_synth_types"":{""重音テト"":""utau""},""all_vocadb_artist_credits"":[{""name"":""ダンベルカーニョ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":110945},{""name"":""重音テト"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116}]}"
330021,プロローグ,C.Makoto,"[""初音ミク""]",,2022-04-22T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=v38SLquttv8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":481981,""vocadb_url"":""https://vocadb.net/S/481981"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""v38SLquttv8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""C.Makoto"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""v38SLquttv8"",""views"":44,""author"":""C.Makoto"",""url"":""https://youtu.be/v38SLquttv8""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""C.Makoto""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""C.Makoto"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":100118},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
330022,ふっ～たそがれやみにっき～,YOTY,"[""東北きりたん"",""GUMI""]",,2021-02-02T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=m0aXa7NZtiU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":396911,""vocadb_url"":""https://vocadb.net/S/396911"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""m0aXa7NZtiU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""YOTYヨーティー"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""m0aXa7NZtiU"",""views"":44,""author"":""YOTYヨーティー"",""url"":""https://youtu.be/m0aXa7NZtiU""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""YOTY""],""voice_synth_vocalists"":[""東北きりたん"",""GUMI""],""voice_synth_types"":{""東北きりたん"":""neutrino"",""GUMI"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""東北きりたん"",""artist_type"":""NEUTRINO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":79466},{""name"":""YOTY"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":82083},{""name"":""湯島結代"",""artist_type"":""Lyricist"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":23202},{""name"":""GUMI"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":true,""vocadb_artist_id"":3}]}"
330023,この平和なセカイで暮らしたい,狂忘,"[""音街ウナ (Unknown)""]",,2019-03-13T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=md6BfCFAeKc,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":238136,""vocadb_url"":""https://vocadb.net/S/238136"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""md6BfCFAeKc"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ASRスタジオ - 月ノみんとの音楽チャンネル"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""md6BfCFAeKc"",""views"":44,""author"":""ASRスタジオ - 月ノみんとの音楽チャンネル"",""url"":""https://youtu.be/md6BfCFAeKc""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""狂忘""],""voice_synth_vocalists"":[""音街ウナ (Unknown)""],""voice_synth_types"":{""音街ウナ (Unknown)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""狂忘"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":73052},{""name"":""音街ウナ (Unknown)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":49701},{""name"":""aMia 302"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":80086}]}"
330024,summer tale,Nagisa.K,"[""初音ミク V4X (Unknown)""]",,2021-08-06T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=Udb0ON6TKKs,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":396496,""vocadb_url"":""https://vocadb.net/S/396496"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Udb0ON6TKKs"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Nagisa.K"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""Udb0ON6TKKs"",""views"":44,""author"":""Nagisa.K"",""url"":""https://youtu.be/Udb0ON6TKKs""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Nagisa.K""],""voice_synth_vocalists"":[""初音ミク V4X (Unknown)""],""voice_synth_types"":{""初音ミク V4X (Unknown)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Nagisa.K"",""artist_type"":""Producer"",""roles"":[""composer"",""illustrator""],""is_support"":false,""vocadb_artist_id"":85398},{""name"":""初音ミク V4X (Unknown)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":41322}]}"
330025,もう、言いなりなんて嫌,Hery,"[""可不""]",,2022-10-07T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=zPXREyZuQ5w,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":456137,""vocadb_url"":""https://vocadb.net/S/456137"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""zPXREyZuQ5w"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Hery"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""zPXREyZuQ5w"",""views"":44,""author"":""Hery"",""url"":""https://youtu.be/zPXREyZuQ5w""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Hery""],""voice_synth_vocalists"":[""可不""],""voice_synth_types"":{""可不"":""cevio""},""all_vocadb_artist_credits"":[{""name"":""Hery"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":102386},{""name"":""可不"",""artist_type"":""CeVIO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":83928},{""name"":""ポッカリマコト"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":112004},{""name"":""杜若稟"",""artist_type"":""Animator"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":111167}]}"
330026,のんおいる,であ,"[""初音ミク""]",,2021-02-20T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,44.0,views,,,44,,,,,https://www.youtube.com/watch?v=niGhG0vOF6A,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":317384,""vocadb_url"":""https://vocadb.net/S/317384"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""niGhG0vOF6A"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""であ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":44,""official_youtube_pvs"":[{""video_id"":""niGhG0vOF6A"",""views"":44,""author"":""であ"",""url"":""https://youtu.be/niGhG0vOF6A""}],""highest_individual_official_pv_views"":44,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""であ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""であ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":65674}]}"
